Daten;Stationen;Meßpunkt;Messwert;Messung;Messeinheit
02-09-2025 13:06:57;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.048;A
02-09-2025 13:06:57;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.274;V
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.967;hPa
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.393;V
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.21;A
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.536;V
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);16;25;
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);1.3;m/s
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);20.02;°C
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.093;m/s
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);239.707;W/m^2
02-09-2025 13:01:57;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.379;°
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);458.389;W/m^2
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.376;°
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.895;V
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.205;A
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.502;V
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);11.885;°C
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);59.657;%
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.981;°C
02-09-2025 12:56:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.95;°C
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);16;24;
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);296.334;W/m^2
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.379;°
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.95;hPa
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);17.61;V
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.266;A
02-09-2025 12:51:56;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.515;V
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.283;°C
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);62.415;%
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.689;°C
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);15.038;°C
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);743.52;W/m^2
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.318;°
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.841;V
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.048;A
02-09-2025 12:46:56;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.026;V
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.171;°C
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);62.266;%
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.604;°C
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.943;°C
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);612.157;W/m^2
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.352;°
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.106;hPa
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.646;V
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.053;A
02-09-2025 12:41:56;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.042;V
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.009;°C
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);61.566;%
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.617;°C
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.866;°C
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);906.88;W/m^2
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.344;°
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.808;V
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.052;A
02-09-2025 12:36:55;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.064;V
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.369;°C
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);62.3;%
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.82;°C
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);15.143;°C
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.017;m/s
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);189.295;W/m^2
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.393;°
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.076;hPa
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.794;V
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.05;A
02-09-2025 12:31:55;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.106;V
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.579;°C
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);65.981;%
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);19.201;°C
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);15.041;°C
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);803.907;W/m^2
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.274;°
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.547;V
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.054;A
02-09-2025 12:26:55;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.171;V
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.55;V
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.2;A
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.632;V
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.428;°
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);316.054;W/m^2
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.279;°C
02-09-2025 12:16:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.719;°C
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);70.582;%
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.161;°C
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.639;°C
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);235.947;W/m^2
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.422;°
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.291;hPa
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.59;V
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.225;A
02-09-2025 12:11:54;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.574;V
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.457;°C
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.01;m/s
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);199.883;W/m^2
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.44;°
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);18.152;V
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.185;A
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.518;V
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.313;°C
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.3;m/s
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);68.079;%
02-09-2025 12:06:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.29;°C
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);240.627;W/m^2
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.45;°
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.271;hPa
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);18.955;V
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.222;A
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.555;V
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);16;24;
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 12:01:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.017;m/s
02-09-2025 11:56:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:56:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.767;°C
02-09-2025 11:56:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 11:56:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);301.321;W/m^2
02-09-2025 11:56:53;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.455;°
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);16;24;
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.396;°C
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);67.964;%
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.516;°C
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.652;°C
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);568.881;W/m^2
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.47;°
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.287;hPa
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.913;V
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.182;A
02-09-2025 11:51:52;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.513;V
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.746;°C
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);70.989;%
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.103;°C
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.633;°C
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);379.203;W/m^2
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.472;°
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.846;V
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.232;A
02-09-2025 11:46:52;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.582;V
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.628;°C
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);70.696;%
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.027;°C
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.527;°C
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);351.196;W/m^2
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.455;°
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.283;hPa
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.265;V
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.206;A
02-09-2025 11:41:52;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.524;V
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);17.775;V
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.216;A
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.544;V
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.645;°C
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);70.163;%
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.166;°C
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.592;°C
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);223.286;W/m^2
02-09-2025 11:36:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.45;°
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.565;°C
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);69.609;%
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.229;°C
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.584;°C
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);279.76;W/m^2
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.436;°
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.329;hPa
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.491;V
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.194;A
02-09-2025 11:31:51;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.507;V
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.594;°C
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);70.154;%
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.19;°C
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.614;°C
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);321.348;W/m^2
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.429;°
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.003;V
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.207;A
02-09-2025 11:26:51;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.539;V
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);16;22;
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.563;°C
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.4;m/s
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);71.227;%
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.859;°C
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.433;°C
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.013;m/s
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);389.868;W/m^2
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.418;°
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.194;hPa
